阿党比周	a'dang'bi'zhou	相互勾结，相互偏袒，结党营私。
东飘西荡	dong'piao'xi'dang	①谓不固定，没有着落。②谓无定向地漂浮。
东飘西徙	dong'piao'xi'xi	谓到处漂流，迁徙无定。
东拼西凑	dong'pin'xi'cou	①同“东挪西凑”。②谓从多方把零星事物拼凑在一起。
东迁西徙	dong'qian'xi'xi	谓四处迁移，居止不定。
东敲西逼	dong'qiao'xi'bi	各处敲诈逼迫。
东瞧西望	dong'qiao'xi'wang	同“东张西望”。
东趋西步	dong'qu'xi'bu	谓相背而行。
东山复起	dong'shan'fu'qi	同“东山再起”。
东山高卧	dong'shan'gao'wo	谓安然隐居。
东山再起	dong'shan'zai'qi	《晋书·谢安传》载：安少有重名，“初辟司徒府，除佐著作郎，并以疾辞。”隐居会稽东山，年逾四十复出为桓温司马，累迁中书令、司徒等要职，晋室赖以转危为安。后以“东山再起”指退隐复仕或失势后重新得势。
东山之志	dong'shan'zhi'zhi	指隐居的念头。
东闪西挪	dong'shan'xi'nuo	形容有所畏惧，躲躲闪闪。
东声西击	dong'sheng'xi'ji	又作：声东击西。扬言要攻此方，实际却攻彼方。
东施效颦	dong'shi'xiao'pin	《庄子·天运》：“故西施病心而矉其里，其里之丑人见而美之，归亦捧心而矉其里。其里之富人见之，坚闭门而不出；贫人见之，絜妻子而去之走。”成玄英疏：“西施，越之美女也，貌极妍丽。既病心痛，嚬眉苦之。而端正之人，体多宜便，因其嚬蹙，更益其美。是以闾里见之，弥加爱重。邻里丑人见而学之，不病强嚬，倍增其丑。”后因以“东施效颦”嘲讽不顾本身条件而一味模仿，以致效果很坏的人。亦为模仿别人的谦语。颦，同“矉”，蹙眉。
东食西宿	dong'shi'xi'su	《艺文类聚》卷四十引汉应劭《风俗通》：“齐人有女，二人求之。东家子丑而富，西家子好而贫。父母疑不能决，问其女，定所欲適……女云：‘欲东家食，西家宿。’”后因以“东食西宿”比喻贪得之人唯利是图。
东市朝衣	dong'shi'zhao'yi	汉景帝时，御史大夫晁错被谗，“衣朝衣斩东市。”事见《史记·吴王濞列传》、《汉书·晁错传》。后因以“东市朝衣”为朝臣被杀之典。
东搜西罗	dong'sou'xi'luo	到处寻找搜集。
东睃西望	dong'suo'xi'wang	同“东张西望”。
东谈西说	dong'tan'xi'shuo	谓议论的面很宽。
东逃西窜	dong'tao'xi'cuan	四处逃亡；四处逃避。
东讨西伐	dong'tao'xi'fa	同“东征西讨”。
东讨西征	dong'tao'xi'zheng	同“东征西讨”。
东偷西摸	dong'tou'xi'mo	谓暗中干不正当的事。
东投西窜	dong'tou'xi'cuan	同“东奔西走”。
东涂西抹	dong'tu'xi'mo	①谓妇女用脂粉打扮。②唐薛逢晚年宦途失意，曾策瘦马赴朝。值新科进士列队而出，前导责逢回避，逢笑，遣人答曰：“报道莫贫相！阿婆三五少年时，也曾东涂西抹来。”见五代王定保《唐摭言·慈恩寺题名游赏赋咏杂记》。本以妇女装饰为喻，谓自己少年时亦曾凭文章取进士。后用为自己写作或绘画的谦词。③胡写乱涂；轻率下笔。④比喻不从根本着手。
东兔西乌	dong'tu'xi'wu	谓月亮东升，太阳西落，表示时光不断流逝。古代神话中说太阳中有三足金乌，月亮中有玉兔，因以乌、兔代指日月。
东歪西倒	dong'wai'xi'dao	形容身不由己，倾斜不稳。
东完西缺	dong'wan'xi'que	谓短缺，不完备。
东望西观	dong'wang'xi'guan	同“东张西望”。
东西南北	dong'xi'nan'bei	①四方。泛指到处，处处。②指普天下。③谓飘流在外，居处无定。④指分散四方。⑤指方向。
东西南北客	dong'xi'nan'bei'ke		见“东西南北人”。
东西南北人	dong'xi'nan'bei'ren		《礼记·檀弓上》：“孔子既得合葬於防，曰：‘吾闻之，古也墓而不坟。今丘也，东西南北之人也，不可以弗识也。’於是封之，崇四尺。”郑玄注：“东西南北，言居无常处也。”后因以“东西南北人”谓居处无定之人。
东西南朔	dong'xi'nan'shuo	见“东西南北”。
东西易面	dong'xi'yi'mian	谓东西方向颠倒。汉贾谊《新书·审微》：“事之適乱，如地形之惑人也，机渐而往，俄而东西易面，人不自知也。故墨子见衢路而哭之，悲一跬而缪千里也。”后以喻是非颠倒，视听淆乱。
东徙西迁	dong'xi'xi'qian	同“东迁西徙”。
东挦西撦	dong'xian'xi'che	谓到处张罗。
东向而望，不见西墙	dong'xiang'er'wang'-'bu'jian'xi'qiang	见西墙】	《吕氏春秋·去尤》：“东面望者，不见西墙；南乡视者，不睹北方：意有所在也。”后因以“东向而望，不见西墙”比喻主观片面，顾此失彼。
东踅西倒	dong'xue'xi'dao	形容行走艰难。
东掩西遮	dong'yan'xi'zhe	谓左右遮掩，隐瞒真相。
东央西告	dong'yang'xi'gao	谓到处恳求。
东央西浼	dong'yang'xi'mei	谓到处恳求请托。
东扬西荡	dong'yang'xi'dang	谓飘泊无定。
东游西荡	dong'you'xi'dang	谓到处游荡。亦以形容不务正业。
东游西逛	dong'you'xi'guang	同“东游西荡”。
东怨西怒	dong'yuan'xi'nu	谓任意指责别人。
东张西觑	dong'zhang'xi'qu	同“东张西望”。
东张西望	dong'zhang'xi'wang	向四处张望。
东张西张	dong'zhang'xi'zhang	同“东张西望”。
东征西讨	dong'zheng'xi'tao	谓四处征伐。
东征西怨	dong'zheng'xi'yuan	语本《书·仲虺之诰》：“惟王不迩声色，不殖货利，德懋懋官，功懋懋赏……东征西夷怨，南征北狄怨。”本谓商汤向一方征伐，则另一方人民埋怨他不先来解救自己。后因以“东征西怨”谓帝王兴仁义之师为民除害，深受百姓拥戴。
东支西吾	dong'zhi'xi'wu	谓说话办事含糊敷衍。
东走西顾	dong'zou'xi'gu	谓边跑边回顾。表示念旧。
东走西撞	dong'zou'xi'zhuang	同“东奔西撞”。
东撙西节	dong'zun'xi'jie	谓从各方面节省。
冬箑夏裘	dong'sha'xia'qiu	语出《淮南子·精神训》：“知冬日之箑，夏日之裘，无用於己，则万物之变为尘埃矣。”后因以“冬箑夏裘”比喻不合时宜。
冬扇夏炉	dong'shan'xia'lu	汉王充《论衡·逢遇》：“作无益之能，纳无补之说，以夏进炉，以冬奏扇，为所不欲得之事，献所不欲闻之语，其不遇祸幸矣，何福祐之有乎。”后因以“冬扇夏炉”比喻不合时宜。
冬温夏清	dong'wen'xia'qing	见“冬温夏凊”。
冬温夏凊	dong'wen'xia'qing	①亦讹作“冬温夏清”。冬温被使暖，夏扇席使凉。谓事亲无微不至。语出《礼记·曲礼上》：“凡为人子之礼，冬温而夏凊；昏定而晨省。”②冬暖夏凉。
动地惊天	dong'di'jing'tian	惊天动地。形容令人十分震动。
动魄惊心	dong'po'jing'xin	形容使人感受很深，震动很大。
动人心魄	dong'ren'xin'po	形容使人感动或震惊。
动人心弦	dong'ren'xin'xian	形容使人十分激动。
动心忍性	dong'xin'ren'xing	《孟子·告子下》：“所以动心忍性，曾益其所不能。”赵岐注：“所以惊动其心，坚忍其性，使不违仁。”后多指不顾外界阻力，坚持下去。
动辄得咎	dong'zhe'de'jiu	谓做事往往获罪或受到责怪。咎，罪过，过失。
冻解冰释	dong'jie'bing'shi	比喻困难和障碍象冰冻融解那样消释。
冻浦鱼惊	dong'pu'yu'jing	指晋王祥卧冰求鲤事。《晋书·王祥传》：“王祥字休徵，琅邪临沂人……父母有疾，衣不解带，汤药必亲尝。母常欲生鱼，时天寒冰冻，祥解衣将剖冰求之，冰忽自解，双鲤跃出，持之而归。”后因以“冻浦鱼惊”为孝亲之典。
恫疑虚喝	dong'yi'xu'he	谓虚张声势，恐吓威胁。喝，亦写作“猲”。
恫疑虚猲	dong'yi'xu'xie	见“恫疑虚喝”。
栋朽榱崩	dong'xiu'cui'beng	犹栋折榱崩。
栋折榱崩	dong'zhe'cui'beng	正梁折断，椽子崩坏。指房屋倒塌。多比喻倾覆。
栋折榱坏	dong'zhe'cui'huai	犹栋折榱崩。比喻倾覆。
洞洞灟々	dong'dong'zhu'々	混沌无定形貌。
洞如观火	dong'ru'guan'huo	见“洞若观火”。
洞若观火	dong'ruo'guan'huo	形容观察事物非常清楚，好像看火一样。
洞天福地	dong'tian'fu'di	道教对神仙及道士所居的十大洞天、三十六小洞天、七十二福地的合称。后泛指名山胜境。
洞心骇耳	dong'xin'hai'er	形容使人震惊。
洞心骇目	dong'xin'hai'mu	形容使人惊异。
洞隐烛微	dong'yin'zhu'wei	形容目光犀利，观察事物深刻透彻。
洞幽烛微	dong'you'zhu'wei	见“洞隐烛微”。
洞幽烛远	dong'you'zhu'yuan	形容目光犀利而深远。
都头异姓	du'tou'yi'xing	谓富贵至极。
都俞吁咈	du'yu'xu'fu	《书·益稷》：“禹曰：‘都！帝，慎乃在位。’帝曰：‘俞！’”又《尧典》：“帝曰：‘吁，咈哉！’”都、俞、吁、咈均为叹词。以为可，则曰都、俞；以为否，则曰吁、咈。后因用“都俞吁咈”形容君臣论政问答，融洽雍睦。
都中纸贵	du'zhong'zhi'gui	又作：洛阳纸贵。形容别人的著作受人欢迎，广为流传。晋左思以十年时间写成《三都赋》，开始不被人赏识，后得到名士皇甫谧的赞赏，亲自为之作序，张载、刘逵为之作注释，另一名流张华也大加赞叹称扬，“於是豪贵之家竞相传写，洛阳为之纸贵”。见《晋书·文苑传·左思》。
斗脣合舌	dou'chun'he'she	又作：耍嘴皮子，卖弄口才。
斗而铸兵	dou'er'zhu'bing	见“斗而铸锥”。
斗而铸锥	dou'er'zhu'zhui	临打仗才去制造武器。比喻事到临头才想办法。
斗方名士	dou'fang'ming'shi	指自命风雅的无聊文人。
斗怪争奇	dou'guai'zheng'qi	谓以奇怪取胜。
斗鸡养狗	dou'ji'yang'gou	同“斗鸡走狗”。
斗鸡走狗	dou'ji'zou'gou	鸡与鸡相搏斗，狗与狗相竞走。古代的赌博游戏。
斗鸡走狗	dou'ji'zou'gou	见“斗鸡走狗”。
斗鸡走马	dou'ji'zou'ma	斗鸡赛马。古代的赌博游戏。
斗鸡走犬	dou'ji'zou'quan	同“斗鸡走狗”。
斗酒百篇	dou'jiu'bai'pian	饮一斗酒，作百篇诗。形容能诗善饮，文思敏捷，气概豪迈。语出唐杜甫《饮中八仙歌》：“李白一斗诗百篇，长安市上酒家眠。”
斗酒双柑	dou'jiu'shuang'gan	唐冯贽《云仙杂记·俗耳针砭诗肠鼓吹》引《高隐外书》：“戴颙春携双柑斗酒，人问何之，曰：‘往听黄鸝声。’”后因以“斗酒双柑”指春日胜游。
斗酒只鸡	dou'jiu'zhi'ji	①一斗酒一只鸡。泛指简便的酒食。②谓以鸡和酒祭奠。常用为悼亡友之辞。
斗绝一隅	dou'jue'yi'yu	孤悬边远之地；僻处边远之地。
斗丽争妍	dou'li'zheng'yan	竞相比赛艳丽。
斗量车载	dou'liang'che'zai	用斗量，用车装。形容数量很多。
斗量筲计	dou'liang'shao'ji	用斗量，用筲计。形容数量很多。
斗美讠夸丽	dou'mei'yan'kua'li		谓比赛美丽以争胜。
斗媚争妍	dou'mei'zheng'yan	竞相比赛妩媚艳丽。
斗米尺布	dou'mi'chi'bu	少量的粮、布。
斗色争妍	dou'se'zheng'yan	形容花盛开，竞相逞美。
斗霜傲雪	dou'shuang'ao'xue	形容在严酷的环境中敢于斗争，不屈不挠。
斗水活鳞	dou'shui'huo'lin	语本《庄子·外物》：“周昨来，有中道而呼者。周顾视车辙中，有鲋鱼焉。周问之曰：‘鲋鱼来！子何为者邪？’对曰：‘我，东海之波臣也。君岂有斗升之水而活我哉？’”后因以“斗水活鳞”比喻得到微薄的资助而解救眼前的危急。
斗牙拌齿	dou'ya'ban'chi	又作：斗口齿。以戏言相挑逗。斗，通“逗”。
斗艳争芳	dou'yan'zheng'fang	竞相比赛艳丽、散发芳香。
斗艳争辉	dou'yan'zheng'hui	竞相比赛美丽、焕发容光。
斗艳争妍	dou'yan'zheng'yan	见“斗艳争妍”。
斗艳争妍	dou'yan'zheng'yan	亦作“斗艳争妍”。竞相比赛艳丽。
斗挹箕扬	dou'yi'ji'yang	比喻无实用。斗、箕皆星宿名，一象斗，一象箕，故以为名。语出《诗·小雅·大东》：“维南有箕，不可以簸扬；维北有斗，不可以挹酒浆。”孔颖达疏：“言维此天上，其南则有箕星，不可以簸扬米粟；维此天上，其北则有斗星，不可以挹Ｕ其酒浆。”
斗折蛇行	dou'zhe'she'xing	形容道路、河流等曲折蜿蜒。
斗志昂扬	dou'zhi'ang'yang	斗争意志高昂。
斗转参横	dou'zhuan'can'heng	北斗转向，参星横斜。表示天色将明。
豆分瓜剖	dou'fen'gua'pou	见“豆剖瓜分”。
豆蔻年华	dou'kou'nian'hua	指少女的青春年华。
豆剖瓜分	dou'pou'gua'fen	亦作“豆分瓜剖”。语出《晋书·地理志序》：“平王东迁，星离豆剖；当涂驭敚瓜分鼎立。”后以喻疆土分裂。
豆萁燃豆	dou'qi'ran'dou	三国魏曹植《七步诗》：“煮豆燃豆萁，豆在釜中泣。本是同根生，相煎何太急。”后以“豆萁燃豆”喻兄弟相残。
豆萁相煎	dou'qi'xiang'jian	同“豆萁燃豆”。
毒赋賸敛	du'fu'sheng'lian	横征暴敛。
毒泷恶雾	du'long'e'wu	恶劣的云雨雾气。比喻暴虐凶残的黑暗势力。
毒魔狠怪	du'mo'hen'guai	凶恶残忍的妖魔鬼怪。
毒蛇猛兽	du'she'meng'shou	①泛指对人类生命有威胁的动物。②比喻贪暴者。
读书君子	du'shu'jun'zi	旧时称有志操有学问的人。
读书种子	du'shu'zhong'zi	读书人，能读书做学问的人。
犊牧采薪	du'mu'cai'xin	喻指老而无妻的人。
黩武穷兵	du'wu'qiong'bing	滥用兵力，任意征讨。
独辟蹊径	du'bi'xi'jing	独自开辟一条新路。比喻独创一种新方法。
独出心裁	du'chu'xin'cai	原指诗文构思独到，别创一格。后亦泛指想出的办法与众不同。
独出新裁	du'chu'xin'cai	犹独出心裁。
独胆英雄	du'dan'ying'xiong	指不畏强敌，英勇奋战，以少胜多的杰出人物。
独当一面	du'dang'yi'mian	①单独担当一个部门或一个方面的重任。语出《史记·留侯世家》：“良进曰：‘……汉王之将独韩信可属大事，当一面。’”②特指单独迎战一面之敌。
独断独行	du'duan'du'xing	只凭自己意志行事，不考虑他人的意见。
独断专行	du'duan'zhuan'xing	同“独断独行”。
独夫民贼	du'fu'min'zei	谓祸国殃民、众叛亲离的统治者。
独鹤鸡群	du'he'ji'qun	犹鹤立鸡群。比喻一个人才能或仪表出众。
独茧抽丝	du'jian'chou'si	①喻诗文条理分明，脉络清晰。②喻单方思慕。
独具匠心	du'ju'jiang'xin	具有独到的灵巧心思或创造性。
独具只眼	du'ju'zhi'yan	“只眼”原指大自在天神（Mahe裿ara）的顶门眼，竖起双眉之上，功能卓异。见《大智度论》卷二。禅宗用其典，指别具能够“见性”之“眼”。语本《景德传灯录·普愿禅师》：“师拈起球子，问僧云：‘那个何似遮个？’对云：‘不似。’……师云：‘许你具一只眼。’”亦泛指具有别人没有的眼光和见解。
独来独往	du'lai'du'wang	独身来往，不与人为伍。亦比喻事事不与人同。
独立王国	du'li'wang'guo	原指主权完整的君主制国家。现用以比喻一个地区、单位或组织，不受上级或其他任何约束，自行其是者。
独立自主	du'li'zi'zhu	不依赖别人，也不受别人的支配或控制，按自己的主张和权利行事。
独木不成林	du'mu'bu'cheng'lin		比喻个人力量有限，做不成大事。
独木难支	du'mu'nan'zhi	谓一根木头支持不住高大的房屋。比喻个人力量不能维持全局。
独善其身	du'shan'qi'shen	本指注重自身修养，保持节操。后亦指怕招惹是非，只顾自己好，不关心身外事。
独善吾身	du'shan'wu'shen	同“独善其身”。
独善一身	du'shan'yi'shen	同“独善其身”。
独是独非	du'shi'du'fei	谓不采众议，凡事独断。
独树一帜	du'shu'yi'zhi	单独树立一面旗帜。比喻与众不同，自成一家。
独竖一帜	du'shu'yi'zhi	同“独树一帜”。
独往独来	du'wang'du'lai	①指特立独行的人，摆脱万物的挂碍，自由往来于天地间。②指人之思想、行为、活动自由，无所阻碍。③一人自去自来。④指文章能推陈出新，独树一帜。
独行独断	du'xing'du'duan	同“独断独行”。
独行踽踽	du'xing'ju'ju	孤零零地一个人走路。
独行其是	du'xing'qi'shi	只顾按自己的主张去做。
独一无二	du'yi'wu'er	没有相同的；没有可与相比的；唯一的。
独占鰲头	du'zhan'ao'tou	科举时代称中状元。据说皇宫石阶前刻有鰲（大鳖）的头，状元及第时站此迎榜。后来比喻占首位或居第一名。
独占鼇头	du'zhan'ao'tou	见“独占鰲头”。
笃定泰山	du'ding'tai'shan	像泰山那样稳定。比喻有绝对把握，无须忧虑。
笃而论之	du'er'lun'zhi	确切地评述。
笃论高言	du'lun'gao'yan	确切高明的言论。
笃实好学	du'shi'hao'xue	认真踏实，爱好学问。
